"cb.grid","bestos.mm","bestos.0","bestos.1","bestos.2","bestos.se"
0,1360,1360,1360,1360,1040
750,120.422608988095,115.83118682764,109.921647640138,104.71080474482,87.8768529407857
760,118.566127361751,113.952241709085,108.437375649084,103.500379522219,86.731086470164
770,116.541486891033,111.92318617546,106.814803814739,102.138507704487,85.4819055458748
780,114.337496742837,109.732678517405,105.038780599757,100.607597673067,84.1217004670064
790,111.943850518594,107.369760538802,103.094075339976,98.8905256767516,82.6427146876565
800,109.352513108952,104.825252602395,100.96685794544,96.9715765498812,81.0371191048722
810,106.558617742296,102.092706261761,98.6457737676108,94.8375530674117,79.2971086502388
820,103.56197900153,99.1700262176107,96.1237246239451,92.479598604435,77.4150323658818
830,100.365871216381,96.0584104897997,93.3969996093853,89.8923780125137,75.3835729873617
840,96.9803741560261,92.7659012911818,90.4690377045373,87.0779002448924,73.1959963057204
850,93.4210679527318,89.3063088009596,87.3495687695432,84.0447309781318,70.8464924987901
860,89.7092941479611,85.6996952765332,84.055300774883,80.8087645949542,68.3306290614816
870,85.8715477501911,81.9719483848966,80.6096608920573,77.3930639911408,65.6459258870692
880,81.9383546090854,78.1537612993683,77.0418882891224,73.8270654121944,62.7925462946915
890,77.9426949656648,74.2790505549046,73.3854950362856,70.1451615784607,59.7740739081756
900,73.9181134069048,70.3829367327706,69.6762137595684,66.3847750052046,56.5983170866163
910,69.8967218404875,66.4994999661254,65.9496474341801,62.5841257622127,53.2780551392549
920,65.9073392923135,62.6595818191448,62.2389058522213,58.7799624389423,49.8316202793265
930,61.9740092798578,58.8889211993428,58.5725367660272,55.0055447091689,46.2832025291607
940,58.1150898820059,55.2068775491346,54.9730289896499,51.289133328932,42.6627760498052
950,54.3430307069541,51.6259139531,51.4560836503926,47.6531636512023,39.0055757691278
960,50.6648497848686,48.1519006866274,48.0307335202525,44.114167829113,35.3510998819983
970,47.0832207966126,44.7851772936613,44.7002613766478,40.6833914215563,31.7416703488245
980,43.5979950751048,41.5222009130584,41.4637506457214,37.3679454003253,28.220641131868
990,40.2079271409833,38.357528988798,38.3180153517206,34.1722631523284,24.8303932123846
1000,36.9123543304986,35.2858473963378,35.2596143317983,31.0996043404125,21.6102883027469
1010,33.7126006481862,32.3037637441743,32.2866605416977,28.1533645373991,18.5947642184232
1020,30.6129266735956,29.411135612339,29.4001854170374,25.3380042627517,15.8117423471677
1030,27.6209211838405,26.6117840019433,26.6048994551598,22.659490508175,13.2814836092122
1040,24.7473137388502,23.9135386931889,23.9092882585582,20.1252323393154,11.0159791273426
1050,22.0035042655865,21.3258848739719,21.323307963214,17.7420457578839,9.01754322175204
1060,19.4064443254017,18.8649034300421,18.8633692993359,15.5205157217228,7.28391589655112
1070,16.9697741330336,16.5442865366778,16.5442865366778,13.4680050802916,5.80383220925839
1080,14.7085260595547,14.3799230692552,14.3799230692552,11.5904401302443,4.56046898698626
1090,12.631354436832,12.3819420661232,12.3819420661232,9.89045905340432,3.53287727020286
1100,10.7446219452293,10.5593444722488,10.5593444722488,8.36806641303232,2.69777597283248
1110,9.05293354335932,8.91703468840637,8.91703468840637,7.0197634568273,2.0298087188702
1120,7.55389016774614,7.45597497007207,7.45597497007207,5.83917434164995,1.50467533606558
1130,6.24192991959282,6.17263333646,6.17263333646,4.81683586734676,1.09855192332073
1140,5.10780437919103,5.05963302281964,5.05963302281964,3.94133895797616,0.789718201362422
1150,4.13914793102656,4.10625741744026,4.10625741744026,3.19855483215955,0.558807952850126
1160,3.3219770795746,3.30006948468311,3.30006948468311,2.5753947205256,0.389065925722741
1170,2.64058599363042,2.62614358769895,2.62614358769895,2.05714647418941,0.266694122185101
1180,2.07883774403975,2.06948765602881,2.06948765602881,1.63014360173801,0.179713704336656
1190,1.6212850668301,1.61534046157118,1.61534046157118,1.28176663714571,0.119093261895455
1200,1.25216402822158,1.24845242642682,1.24845242642682,0.999429015476168,0.0771478884376449
1210,0.956978689349252,0.95470290755306,0.95470290755306,0.771926113890527,0.0490059496329459
1220,0.723881797841336,0.722511450686629,0.722511450686629,0.590921285298578,0.0303348717646031
1230,0.542046065576752,0.541534688674677,0.541534688674677,0.448148384548933,0.018160057687062
1240,0.401115682880038,0.401115682880038,0.401115682880038,0.335972348411286,0.010357799562929
1250,0.293968458335346,0.293968458335346,0.293968458335346,0.249303129241994,0.00559332585153989
1260,0.212704651386002,0.212704651386002,0.212704651386002,0.182604282754254,0.00278715869826666
1270,0.151939587306185,0.151939587306185,0.151939587306185,0.132152007705762,0.00137034715470688
1280,0.107055466111711,0.107055466111711,0.107055466111711,0.0941627420348865,0.000511376902075336
1290,0.0741721050600203,0.0741721050600203,0.0741721050600203,0.0659171296151451,0
1300,0.0506776925903312,0.0506776925903312,0.0506776925903312,0.0454837337526263,0
1310,0.0339931662110205,0.0339931662110205,0.0339931662110205,0.0309313106067096,0
1320,0.0221646169707685,0.0221646169707685,0.0221646169707685,0.0207478054272088,0
1330,0.0140244322158756,0.0140244322158756,0.0140244322158756,0.0131654619632441,0
1340,0.00925350983032283,0.00925350983032283,0.00925350983032283,0.0087421329282475,0
1350,0.0057002730032198,0.0057002730032198,0.0057002730032198,0.0057002730032198,0
1360,0.00364981500771988,0.00364981500771988,0.00364981500771988,0.00364981500771988,0
1370,0.00229479025119789,0.00229479025119789,0.00229479025119789,0.00229479025119789,0
1380,0.00141681154355978,0.00141681154355978,0.00141681154355978,0.00141681154355978,0
1390,0.000858970252631547,0.000858970252631547,0.000858970252631547,0.000858970252631547,0
1400,0.000511376902075336,0.000511376902075336,0.000511376902075336,0.000511376902075336,0
1410,0,0,0,0,0
