"cb.grid","bestos.mm","bestos.0","bestos.1","bestos.2","bestos.se"
0,1390,1390,1070,760,990
750,119.264995199949,110.005246165576,63.426587660571,52.3376606201002,92.653827098914
760,118.461569872475,109.319851793392,62.7611611344303,51.2148879916308,90.8476130631892
770,117.528972131579,108.495658351105,61.978543114584,50.0133831204165,88.9295038561835
780,116.451497815733,107.512952788513,61.0722433694358,48.7333542094156,86.8940261075939
790,115.21305037167,106.351512789295,60.0379469964242,47.3760306370394,84.7352361425007
800,113.797693512471,104.991323720138,58.874037830976,45.9437433960119,82.4493372026823
810,112.190345151504,103.41346028539,57.5820260798865,44.4399747922984,80.0317714665117
820,110.377583187482,101.601093378264,56.166808401145,42.8693713303213,77.4789038146896
830,108.348506746616,99.5405539248619,54.6366895414599,41.2377161065892,74.7894997225809
840,106.096989580142,97.2223589756768,53.0031086775456,39.5518599849536,71.9639480224482
850,103.618718965115,94.6431972475183,51.2800429905768,37.8196138151868,69.005223120294
860,100.914257922011,91.8028226791733,49.483104778004,36.0496063760634,65.9194860966742
870,97.9903455310598,88.7092345806266,47.6284013588676,34.251114090099,62.7166620617572
880,94.8583875686442,85.3764144305313,45.7320738600919,32.4338687449918,59.4109271590648
890,91.5323825947844,81.8223482619406,43.8069637264493,30.6078488564817,56.021027013982
900,88.030272003223,78.0704718132326,41.8638995705739,28.7830597753208,52.570345423967
910,84.3718851894638,74.1477004288209,39.9101281108495,26.9693081949145,49.0866509383129
920,80.5775765118034,70.0831141741048,37.9489065426237,25.1759790403357,45.6014712942607
930,76.6686670249273,65.9083683684611,35.9812060927334,23.4118266814839,42.1490807085235
940,72.6660310208108,61.6561171889105,34.0056537572516,21.6847968442449,38.7651293939488
950,68.5905165604809,57.3600904639033,32.0201862947805,20.0018985095074,35.4849927299855
960,64.4635321737371,53.0551262271133,30.0235800845219,18.3691443437947,32.3419621971235
970,60.3084861781456,48.7773383490425,28.0169457056899,16.79157235089,29.3654341801977
980,56.1506443604327,44.5647575863181,26.0054893142672,15.2733504596401,26.5792697481233
990,52.0190725262844,40.4560524866496,23.9981557335423,13.8184629835098,24.0004943460467
1000,47.9468338395559,36.4911179431734,22.008974616655,12.4297411349644,21.6384797643011
1010,43.9703381420683,32.7093819427016,20.055996218728,11.1096239557692,19.4947039296128
1020,40.1296349735657,29.1496682960876,18.1616742974195,9.86126454093909,17.5631224379965
1030,36.4657240950557,25.8474728851132,16.35054720518,8.6876343610552,15.8311173870894
1040,33.0185733738211,22.8333694278567,14.6479009742879,7.59185253402796,14.2809234898137
1050,29.8231237893248,20.1297903604596,13.0772535321194,6.57631046295069,12.8897770783127
