"cb.grid","bestos.mm","bestos.0","bestos.1","bestos.2","bestos.se"
0,2000,2000,2000,1860,1900
750,190,189.999184898633,189.999184898633,189.828324128764,185.245563191073
760,190,189.99877912175,189.99877912175,189.800690843744,184.637430335899
770,189.999595518857,189.997780420485,189.997780420485,189.769921263822,183.962536465131
780,189.998994945659,189.996318060166,189.996318060166,189.736452698309,183.215261022174
790,189.998437513684,189.994523870216,189.994523870216,189.700572066396,182.389836692004
800,189.997593390995,189.991924976928,189.991924976928,189.663037190424,181.481653775117
810,189.996330101952,189.988202412887,189.988202412887,189.624255191917,180.485224187952
820,189.99446330582,189.982934440035,189.982934440035,189.584987132132,179.395469834672
830,189.991741898672,189.975575808508,189.975575808508,189.546086471157,178.207604794804
840,189.987831739969,189.96543897848,189.96543897848,189.508431393639,176.9172455016
850,189.982299485239,189.951680910943,189.951680910943,189.472832522349,175.519972996878
860,189.974598879083,189.933300098021,189.933300098021,189.439921412541,174.013041858022
870,189.96352690258,189.908613371606,189.908613371606,189.409494663407,172.393684282882
880,189.94875090024,189.876815084655,189.876815084655,189.381926501227,170.659320199546
890,189.929080122532,189.836292316063,189.836292316063,189.356338170533,168.809346779299
900,189.903602706354,189.785815544154,189.785815544154,189.331400714946,166.843565288258
910,189.870686068819,189.723599044539,189.723599044539,189.304653181278,164.762683907268
920,189.82941905008,189.648803467102,189.648803467102,189.274546187599,162.568322434161
930,189.777876017671,189.559853170967,189.559853170967,189.237183500801,160.261711564224
940,189.715577402871,189.456934253047,189.456934253047,189.190087470741,157.846654123344
950,189.641165300411,189.33968367484,189.339170866973,189.129204252167,155.326829994073
960,189.55329296899,189.208061799739,189.207201265913,189.051661176079,152.705895557065
970,189.45207608927,189.063752713385,189.062334258266,188.955135875886,149.988995106621
980,189.336879302582,188.907866437893,188.905569990521,188.837101157944,147.179765941898
990,189.207632494655,188.742142657947,188.738491248777,188.69593108964,144.283055768886
1000,189.064235196216,188.568223854284,188.562522132488,188.530090438141,141.30201885969
1010,188.906831607019,188.387793314212,188.379049962828,188.339249128468,138.238507772569
1020,188.735551391778,188.202187991704,188.189021627616,188.12285138485,135.093518035307
1030,188.551414536126,188.012176400826,187.992706539832,187.88082795581,131.865716998734
1040,188.354101843205,187.819057047277,187.790784539204,187.613666500921,128.551365676716
1050,188.143593476349,187.621793892558,187.581478223271,187.320599298689,125.14310829996
1060,187.919844489658,187.419369602439,187.362917469178,186.999449227653,121.63368822532
1070,187.681499928757,187.208913689402,187.131291875214,186.650779814328,118.010793600732
1080,187.42904124549,186.98893741127,186.88413188898,186.271743585946,114.261317242204
1090,187.161061364402,186.755703676254,186.616746336555,185.862151264075,110.370924073113
1100,186.880632360429,186.509697545932,186.328782051944,185.418849360312,106.325568215538
1110,186.585515667759,186.245936585171,186.014641193247,184.941365346513,102.112979157882
1120,186.277503854746,185.963403044017,185.673030770245,184.428046364685,97.7243149625545
1130,185.956507631057,185.65920951706,185.30124477138,183.876253039791,93.155995593206
1140,185.619678070451,185.32779143109,184.894457880247,183.282947375744,88.4108946485503
1150,185.271330053238,184.970900287975,184.455788698808,182.642776987185,83.4995370525139
1160,184.909256194685,184.583997454143,183.982716741654,181.94723589143,78.4417676893654
1170,184.524484765052,184.156112338661,183.466904557518,181.183353660232,73.2664293443342
1180,184.113957995135,183.682648337312,182.90690149273,180.332328826595,68.0100188283334
1190,183.667503818682,183.152510273689,182.294336631909,179.368408486102,62.7171597055299
1200,183.170949613865,182.551394159228,181.61953248517,178.257740552305,57.438303746625
1210,182.607620199437,181.863464641447,180.869568810699,176.957247433839,52.2271792815395
1220,181.955422843287,181.068597906957,180.027223800175,175.416605545229,47.1385074055176
1230,181.187842190783,180.143482758413,179.071354325054,173.576851372997,42.2259408708173
1240,180.275079786134,179.062783679571,177.977830082468,171.372942168074,37.5373066100303
1250,179.183472315487,177.79847402222,176.718707111981,168.737293276207,33.1152730772412
1260,177.877193284461,176.321328528833,175.263648414482,165.602229982048,28.9938271464611
1270,176.316513935867,174.598850646512,173.577875988321,161.904466688014,25.1978802049287
1280,174.462113019129,172.599141674267,171.626159693478,157.589761733292,21.7421598832724
1290,172.274699626004,170.290011004012,169.372130923653,152.618245298668,18.6319012733663
1300,169.715480046428,167.638907797844,166.778482753372,146.967832041025,15.8623936268174
1310,166.748504438546,164.614767531726,163.809127029301,140.639234888003,13.4218852304966
1320,163.341267683716,161.188205620068,160.429716624144,133.658102199706,11.2924417471521
1330,159.467384332186,157.334076910492,156.610529311776,126.077739648809,9.45034431004141
1340,155.107599647091,153.031735804279,152.327029012456,117.977906151867,7.86928901145371
1350,150.250447661793,148.266906434926,147.561998601361,109.463600623816,6.52238832837655
1360,144.894455222554,143.033308785196,142.307378100767,100.65966556917,5.38183066331829
1370,139.049963985433,137.335150832579,136.566908322136,91.7070363779023,4.42122819788757
1380,132.739783152456,131.188289463292,130.35737364304,82.7552977630837,3.61594049586522
1390,126.00064092355,124.622225361266,123.710600637816,73.9551134981141,2.94300147486691
1400,118.882996177066,117.680434752089,116.673708161067,65.4511211038909,2.38282290261635
1410,111.451073499581,110.420850321247,109.309416835345,57.37417923508,1.91812114129411
1420,103.781891313324,102.915224211638,101.695151811504,49.8355073545649,1.53404510929781
