"AIM" "GEM" "MESSAGE" "MESSAGE_COV" "REMIND" "WITCH"
"~ I(cb*1e-2) + I((pos.cb - cb)*1e-2)" 27.9948770483635 31.0740645227983 22.0874106449012 22.2312911071251 26.6877418138738 30.2950976993942
"~ I(cb*1e-2) + I((pos.cb - cb)*1e-2) + I(1/(1+exp(-cb*1e-2)))" 29.4076382618488 32.9101891163905 22.6236513877437 23.1613742083106 27.755895048284 32.1986408677878
"~ I(cb*1e-2) + I((pos.cb - cb)*1e-2) + I(1/(1+exp(-cb*1e-3)))" 25.9478553362558 25.0663136620658 20.3095822254743 21.2495791888352 22.7862146589781 26.690360350362
"~ I(cb*1e-2) + I((pos.cb - cb)*1e-2) + I(log(cb*1e-2))" 26.5180907796307 25.7431013681251 20.639874943704 21.2351410479685 22.8495924804028 26.9948582955104
"~ I(cb*1e-2) + I((pos.cb - cb)*1e-2) + I((cb*1e-2)^2)" 27.397629450071 26.1255541008437 20.370084141148 21.6035980424541 22.979889913448 27.559798228166
"~ I(cb*1e-2) + I((pos.cb - cb)*1e-2) + I((pos.cb*1e-2)^2)" 26.868171235921 25.7714948708138 20.9140363130378 20.2359910564691 23.7742402559525 27.3906685791403
"~ I(cb*1e-2) + I((pos.cb - cb)*1e-2) + I(((pos.cb - cb)*1e-2)^2)" 28.4334260727037 31.6489380399302 21.1984348721576 20.764300397308 25.7980447630427 27.0255515308672
"~ I(cb*1e-2) + I((pos.cb - cb)*1e-2) + I(1/(1+exp(-cb*1e-2))) + I(log(cb*1e-2))" 27.1427576892922 26.3629896243266 20.802598017364 21.4222273516344 23.3965600997713 26.8624954185477
