"","0","10","20","30","40","50","60","70","80","90","100","110","120","130","140","150","160","170","180","190","200"
"750",0.847896386612593,0.848198488855142,0.847972557177791,0.8481769123106,0.848095726945983,0.847570547778741,0.847333935038304,0.846667687928771,0.847171522438842,0.846744405244471,0.846282922654882,0.845311047823494,0.845668026474274,0.844954818118365,0.844822542605177,0.84450155099952,0.844659325306198,0.843864334870123,0.842991516925799,0.843169509179781,0.843414374339089
"760",0.847948098108573,0.848667282986289,0.84809941394493,0.847440611243593,0.847443236653141,0.847011554881997,0.847310422337661,0.846805625772541,0.847016041866987,0.846472710304796,0.846050479400737,0.845057282071379,0.845422882161198,0.845059466762298,0.844150311056392,0.844484926520304,0.843817149907334,0.843984267254351,0.84311091921139,0.842840007301058,0.842502390440989
"770",0.847545576251713,0.848066855280489,0.84756325538537,0.847628515255363,0.84764238872192,0.847118642097277,0.84654419286929,0.846935028127337,0.846303765314416,0.846195110462326,0.845650137974065,0.844942281536262,0.84495816349946,0.844805405179017,0.844093167714071,0.844400102146672,0.84402186476927,0.843345328329045,0.843334947352112,0.842536355043817,0.842580723543401
"780",0.847471846257577,0.847860143254529,0.847688668402063,0.847521770409787,0.846807001760728,0.846653798689519,0.846476475148293,0.846725441085011,0.846147009238564,0.845306235711698,0.845814407140302,0.845511811752125,0.844992054325015,0.844285780441454,0.844268980924475,0.843650186413348,0.843708032093649,0.843521684245839,0.842896386431634,0.843075368997963,0.842556199206371
"790",0.847272253788038,0.847544210975945,0.847462383854586,0.847147530107868,0.846749650520451,0.846264784373283,0.846084859827427,0.845974693798887,0.845638883894637,0.845843779746984,0.845476714539017,0.844761319026764,0.844724967753153,0.844028808984917,0.843564778860061,0.843519508437298,0.843432211796231,0.842415961101154,0.842507841552303,0.842267903652643,0.841992612757618
"800",0.847162779536687,0.847444954641061,0.847140577351492,0.846947553820697,0.846769578652477,0.846567902777148,0.845984400575495,0.846231150321292,0.845677691736688,0.844826520881588,0.84506493709668,0.84443597969539,0.843682742970255,0.844191281907824,0.843513675604153,0.84302799269775,0.842998580841024,0.84247278894069,0.841228979973825,0.841958947808877,0.841315268638818
"810",0.846281984292988,0.846877317851656,0.847123439508295,0.846519809042609,0.845987783561769,0.846292836209036,0.84535378278284,0.845620754353716,0.844746781114094,0.844724100070803,0.844784591558391,0.844488965449026,0.843773035614577,0.843281509905154,0.843445179322217,0.843153809917654,0.843423173238036,0.841665277340672,0.841754463564363,0.841884205981105,0.840777280790656
"820",0.84597261916312,0.846859602763582,0.846781914145054,0.845859211614491,0.846188008097148,0.845118070958051,0.84563278350556,0.845442691815088,0.845093168328224,0.844477996759987,0.844616308411735,0.844164008476978,0.843594627440506,0.843262580784115,0.842756051502358,0.842383592882303,0.841795101641819,0.842035595435064,0.841501062531711,0.841380903923774,0.841490424233861
"830",0.846234410979215,0.845987088713867,0.846332505280349,0.846171487605962,0.846251937738441,0.844887106288432,0.845448238579079,0.844657197754588,0.844409834137627,0.844310261862761,0.844460142496627,0.843805337923809,0.843166448142815,0.842817355331818,0.842556676361241,0.841851386636421,0.842042539758923,0.842269191025708,0.841511164142768,0.840982455577928,0.840736258564875
"840",0.845442088405848,0.845999657532738,0.845749589457034,0.84578090546249,0.845709718740853,0.845789575558178,0.844857862502687,0.845141975598834,0.843961095449193,0.843742524312356,0.844081542041843,0.843713982754982,0.843334888220158,0.84301241952444,0.842552037277926,0.841284183796637,0.841278687821054,0.841200630556978,0.84057176102244,0.840569499815551,0.840183501741229
"850",0.845216762136024,0.845092271210434,0.845023287847994,0.845400573320562,0.845018830256178,0.844528399335312,0.844753341956528,0.844506349332988,0.843672368905726,0.844030310343062,0.843373152332302,0.843016678501175,0.841993909140719,0.842267730124325,0.841803501556649,0.841671466185131,0.841040607647314,0.840822994643159,0.840103928822156,0.840305753344881,0.84019607950102
"860",0.845686573274224,0.845010067784927,0.845073054755665,0.845142428154197,0.844307255757341,0.8442732421017,0.844460753064814,0.844118312852983,0.843678301795505,0.843042348839683,0.842948693134296,0.842865502067158,0.841887599864821,0.841992922581354,0.841812725809981,0.841678583370641,0.841026413553216,0.839967091367763,0.840597264919529,0.840317620610656,0.839221354553336
"870",0.845150503542789,0.845924164560035,0.844857509880224,0.844709056330854,0.84475289485887,0.844132968515916,0.84436991273402,0.843476671261897,0.843150492395829,0.843147356353171,0.842821132804792,0.842019116355518,0.841923990594835,0.841794000366898,0.841273969977306,0.841029290478666,0.840684203970852,0.840086246586049,0.839543745656394,0.840179345119789,0.839434823174893
"880",0.84471311258294,0.844823688684973,0.844663262781821,0.844641317073747,0.843485876222081,0.844429067562404,0.843342851574707,0.843703192129234,0.843013561869758,0.84309922907516,0.84226569267161,0.842322143241175,0.842348184308193,0.84074605780789,0.841022633921378,0.840675820303412,0.840581312867762,0.840070791352268,0.839686313425025,0.838953014231178,0.839444461639875
"890",0.844163536756599,0.844893451423216,0.844640603593267,0.844537417987234,0.84415548543641,0.84371762928043,0.842997984835655,0.842638702931066,0.842985876048747,0.842376052398424,0.842009524169689,0.841347677326542,0.841364938418553,0.840895535103946,0.840739025350718,0.840198419675456,0.840006679251892,0.839917069547864,0.839470963996918,0.838982839671982,0.838876016486701
"900",0.844204593690062,0.84444717609034,0.844141635555242,0.844015576209562,0.843895566400301,0.843481936734146,0.842951509444132,0.842852505456969,0.842009738420639,0.84268358597414,0.84156483492856,0.8417911922047,0.840808100587475,0.840696539607288,0.839519628578588,0.84006303419643,0.839397679165576,0.839657620371681,0.839763438623856,0.839014403395254,0.838331588197513
"910",0.843675529562425,0.844328827352588,0.843798666639446,0.843737613550559,0.84284502526729,0.842702536521569,0.843269709349621,0.842284158661479,0.842231999171229,0.84210942307045,0.841625701838395,0.841368791987768,0.8404791174513,0.841349453390447,0.839822912505292,0.839439528284185,0.838931433875854,0.83936257955205,0.839066919229013,0.838577467754217,0.838497092058765
"920",0.84388295648487,0.843457961637851,0.843329524587068,0.843781656550322,0.843144906203795,0.842808252999234,0.842432960588464,0.841775597437352,0.841610198530019,0.841401964255469,0.841345547461457,0.841025740249523,0.840601014869339,0.839990694924051,0.839522269389412,0.839775709235374,0.839613342723914,0.838939747800527,0.838113536469321,0.838604651931638,0.838184964593415
"930",0.842884137259678,0.843224560197347,0.843750440191038,0.84325377386659,0.84309113452498,0.842977856856875,0.842000469114664,0.841867846442007,0.842486902568439,0.841327171273102,0.841001089686116,0.841148181990239,0.841036728716036,0.839685447281502,0.839688211804646,0.839451307643109,0.839428930056828,0.838912712088861,0.838911187286918,0.838162434522683,0.837187964314789
"940",0.842811017925109,0.843216092595136,0.843558210072054,0.843263482562577,0.842005642887812,0.842573164569463,0.841715062129166,0.841357854208205,0.841114783249551,0.841552739298283,0.840713676818727,0.841018262582891,0.8403341901836,0.83980392984402,0.839695570447905,0.839315742534552,0.838407577939514,0.838344038010875,0.838401838474583,0.837428289511976,0.837718908484337
"950",0.84291181215625,0.842396475108293,0.84321784757096,0.842260445269283,0.842237103809936,0.841790789269064,0.841477435036024,0.840999287734058,0.841058902856266,0.840642817498491,0.840542826945222,0.838960699929885,0.84011373615752,0.83880589173352,0.838804163567735,0.838720760632351,0.838816408212986,0.838447513791144,0.837884865945579,0.83693107147332,0.836606548622632
"960",0.842395360802423,0.842587549083642,0.842971438334986,0.841949989173893,0.842336160841878,0.840993326410819,0.841138450068854,0.840914970638993,0.840417590574427,0.840475994168176,0.839957089361039,0.83969922692257,0.839199341257904,0.838773701793275,0.838671947174974,0.838508640439973,0.83880253313879,0.837741260001979,0.837404733181128,0.83729609265453,0.837047006417755
"970",0.842360956173029,0.842211778504043,0.842322635395102,0.842073780137768,0.841303091605271,0.841512666421876,0.840773183515878,0.841189079208488,0.840396741381197,0.839946588348012,0.839740601726649,0.839176832305437,0.839418866512711,0.838727312513433,0.838262501657523,0.83798659910474,0.838272797032717,0.838220404471604,0.837342888525274,0.837550471759054,0.836605003777588
"980",0.842290718112996,0.842024198280813,0.841811687633842,0.841935415006693,0.841633768399305,0.841270877105987,0.841562092041674,0.840222876595714,0.839989093936965,0.840161828448828,0.839400673807919,0.839566094810262,0.838636758084868,0.838832351581482,0.838265517679984,0.838131169267092,0.837475369960851,0.837791161765325,0.836765814061977,0.836410019913365,0.836178694992021
"990",0.842201420960294,0.842548215244701,0.841811241190773,0.840948357492136,0.841197965471668,0.840875147501424,0.840730731069666,0.84002222321282,0.840146779804465,0.840486142157908,0.839518262834682,0.839338715220698,0.839201180766815,0.837851516893319,0.838404718395278,0.837920608157646,0.838698378700398,0.837660945789103,0.836331926383487,0.836735300919447,0.836162098807185
"1000",0.841734897795119,0.841937706156886,0.841159098010222,0.841227783641212,0.840658202764561,0.840682072055279,0.839697440983563,0.840057216714156,0.83933487219913,0.840123956277759,0.839499922194249,0.839038111112268,0.837943857334097,0.837250905629752,0.837702168449637,0.838075371039286,0.837019248758377,0.836670609191777,0.836783996034285,0.835943589460284,0.836133942740628
"1010",0.841023059503961,0.841223150903774,0.84097071501015,0.840791934753815,0.840922736027413,0.839996386513551,0.840175639705368,0.839157425597692,0.838906373720836,0.838891314167775,0.838894166590776,0.838163040345379,0.838177512153093,0.837588075529425,0.837231670714106,0.83708276427932,0.8364751311526,0.836681399391035,0.835957884460222,0.836472255180182,0.834837586275444
"1020",0.840736830978093,0.841284019735563,0.840773235709509,0.840789272513022,0.840401578370057,0.83964934403188,0.839674507774415,0.839554464341644,0.838898599618189,0.838676705689685,0.83893804943548,0.838091492224183,0.837740725036581,0.837350590987986,0.837985575464617,0.837534542315688,0.836370858491066,0.835908474643411,0.835696059269818,0.836081639859459,0.835012110663695
"1030",0.840424058982631,0.841418311285177,0.83998160708701,0.84099444610157,0.839699258874446,0.840234769375788,0.839414616938044,0.838961687012323,0.838558345434448,0.838978122241447,0.838566391499146,0.838313344138204,0.837661849842075,0.837237466402334,0.837357597271187,0.835957842731559,0.836364276897846,0.836786001725496,0.835545107475878,0.834985186028427,0.835660463925168
"1040",0.840589028148786,0.840593826604848,0.840660122604327,0.840191283594254,0.840427010205793,0.839752682594722,0.839038158895864,0.83839284368067,0.838532314853815,0.838491087183763,0.83792118484973,0.836916731833017,0.837734606194719,0.837603019164357,0.836699707095963,0.836577132775783,0.836243476896571,0.83596551905622,0.835356974002223,0.835139123724005,0.834687228441875
"1050",0.840062162765217,0.840197624565318,0.840736205767328,0.84036050345598,0.839551819347708,0.839737102667573,0.839411685018641,0.838668241303288,0.837892118833393,0.83836799304488,0.837668399795406,0.836943988378621,0.837088547937005,0.837218740179258,0.836259942385266,0.836483935959968,0.835855373619528,0.835883283946732,0.835496077575098,0.835603615915172,0.835087483893894
"1060",0.840112056264982,0.839952751482261,0.840196635562191,0.839996907143369,0.839409471977569,0.838443376102505,0.838604411329853,0.838650873545054,0.83787721322801,0.837649020155757,0.837191494950506,0.837508653694391,0.836677180718207,0.836762239379724,0.836377110003853,0.835498773152956,0.835511972025513,0.835968405961155,0.835524108521467,0.834140632487188,0.834118202999893
"1070",0.839756226544398,0.839427176874662,0.839616948299278,0.839220455495759,0.83955684325284,0.838752745495346,0.838362867240892,0.837992679051273,0.837906173713881,0.837448008575889,0.837309612032047,0.836637802910743,0.837266312069309,0.836276451544965,0.836662861705735,0.8359070346771,0.835541576589024,0.834441301685862,0.834909885736744,0.834594012335097,0.834504189184593
"1080",0.839464928473526,0.839825495277852,0.840075340226056,0.838793270438159,0.838220206762649,0.839031685203942,0.838156610739628,0.837051146259066,0.837665991743121,0.836508525174619,0.836450764334811,0.836799074131366,0.836466358344114,0.836468418818895,0.835909132834962,0.835398161278433,0.835713413689943,0.835314818732693,0.83444545889821,0.834844799616209,0.834310936401929
"1090",0.838976216023789,0.839326890912322,0.839081037206281,0.839326078154038,0.838350686354721,0.838226860010886,0.83777281692939,0.837397231892208,0.837397717197529,0.836675524132811,0.83651815853326,0.836070647795466,0.836727638210205,0.835947488223359,0.835264387347113,0.835578095462359,0.834389013411536,0.834625116492259,0.834456895351784,0.834355721656848,0.833502851250447
"1100",0.839048904926561,0.839454330179678,0.83904333950488,0.838438777896365,0.838299834870599,0.837989058078892,0.83800769126917,0.837278862718939,0.837093675522674,0.836110877356409,0.837085396340443,0.836571772171723,0.835896371590041,0.835445264099748,0.83533646211632,0.835089431330201,0.835094113332334,0.834756778018637,0.834258895713277,0.833840247862249,0.833134826172376
"1110",0.838786499342428,0.838499363762542,0.838016513836317,0.838795861368354,0.83868896518935,0.838641770289639,0.837331711459671,0.837980097647998,0.8377255637824,0.836290630215499,0.836421770877189,0.83613511937987,0.83604226666611,0.836168301327975,0.835509695519663,0.835372199106476,0.834634843198904,0.834778701696926,0.834630682867694,0.834415273968252,0.833885544079924
"1120",0.838718636464111,0.838543565537596,0.83853055141711,0.838229288028268,0.838182907860874,0.838056953776499,0.836845381300693,0.836870210713568,0.836540283171302,0.836795089388155,0.83611490725756,0.836340354306653,0.835142300800856,0.835094794760696,0.834704908532639,0.833892410266875,0.83464866379752,0.833993089427319,0.834093350950695,0.833526114467905,0.832904458847216
"1130",0.838977587250358,0.837864728688549,0.838565073628305,0.837936773861599,0.837713071917784,0.83714930698916,0.837038233963702,0.837089732596956,0.836272187373459,0.836262980217662,0.835491550670996,0.835751305639195,0.83526013561921,0.835641219921234,0.835151707940781,0.833856559159267,0.834141950325985,0.833933569394099,0.833847215070384,0.833470742227335,0.832456998074378
"1140",0.839363575207585,0.838594024082718,0.838020655107845,0.838010303981685,0.837570715011265,0.8369393591931,0.837103245702488,0.836001073414986,0.835922029988469,0.835635566743162,0.835317781624694,0.835629043881327,0.834906620805354,0.834952432032756,0.834622047679717,0.833806069364082,0.833686054819611,0.834075779771659,0.83373465057748,0.833136187874581,0.833282294487515
"1150",0.838768575571664,0.838412122073394,0.837277332899523,0.837870747435315,0.836881631174512,0.836331502603025,0.836245175948732,0.836048841949173,0.836362975604432,0.835078141942909,0.834942936234051,0.835394223883767,0.834858503675158,0.834736135907031,0.834765733449149,0.834109385729331,0.833503274325878,0.833355043748756,0.8333997311698,0.832633111230656,0.832999822508289
"1160",0.837607597763063,0.837928145988706,0.837114376526196,0.837177822907734,0.836809913791398,0.836194718241536,0.836476114863448,0.836248949051705,0.835957748434804,0.835025621360791,0.835427804548049,0.834854600222661,0.834735306104233,0.834588672776695,0.833431805044752,0.833332027112901,0.834062474132187,0.832693649174914,0.832759322388402,0.833079858414016,0.832442149952632
"1170",0.836647513152488,0.836624159563881,0.837160475735743,0.837188345158951,0.836568497545941,0.836173300621454,0.836372312224511,0.835597535777879,0.834964142369705,0.834934814218755,0.833943144200315,0.834851022801369,0.834181396856468,0.833789378644929,0.833492724126728,0.83317460426976,0.833033682706514,0.832191040663721,0.832595873401207,0.832650388035534,0.832173429966833
"1180",0.83713840396005,0.837145566566628,0.837381415683221,0.837233126500578,0.836468204741038,0.836474055162726,0.835262169161183,0.835723073697166,0.835221096121584,0.834945531568905,0.835044158984257,0.834157428700273,0.832776187937359,0.833408508230879,0.833738717953709,0.833456628964539,0.832964608818297,0.832771527081518,0.832086575334106,0.831229087166368,0.831566776948666
"1190",0.838246437592869,0.83669939497129,0.837011883256404,0.836969986767227,0.836647306223037,0.835523862856278,0.835570136352514,0.83536932943087,0.835416970158098,0.835080028261636,0.834369107461913,0.834276761933516,0.833997172602157,0.833920096068431,0.833761050319728,0.832573256689306,0.832937445283659,0.832680727415363,0.832857353865377,0.831726575997633,0.831324362902959
"1200",0.837076164555578,0.837182025224576,0.836737317062764,0.837032973566966,0.836393140278337,0.835941112544197,0.83580058319357,0.835101367767221,0.834654077555031,0.8347220763926,0.834680704365521,0.834153261362268,0.833829967775962,0.833721420452322,0.833216400885535,0.832640981806064,0.8324990835623,0.832573435815909,0.831481507737586,0.83100223286212,0.831085937140138
"1210",0.836466029595544,0.837242793572108,0.837447625931766,0.836614980893537,0.835187835254377,0.83514445759688,0.835128160110763,0.83529724170908,0.834699894304364,0.834033287452961,0.83389917511924,0.834132500031942,0.833897133067564,0.833690515169221,0.833405723603612,0.832681637563365,0.832574232289398,0.831881280989667,0.831986323510724,0.830877878631318,0.831427321214462
"1220",0.837036783700708,0.836579613555218,0.836013988449132,0.836054351609646,0.835776132395154,0.835407943511965,0.83491674918252,0.835312287359988,0.834809067819897,0.834930985128207,0.834687950881175,0.833991053947629,0.832847853924212,0.833870765494225,0.832252265017774,0.832207697792782,0.832048683332314,0.832133147909407,0.831843051815341,0.831186978853802,0.829852624354497
"1230",0.835967087824331,0.836494884693784,0.836025487848911,0.835523436414462,0.835660239527586,0.835085606409954,0.834622103955831,0.83430521681153,0.833844422863049,0.833735951392306,0.833874957452439,0.833747702443182,0.833406897493424,0.832688913681051,0.832612968808938,0.832688882989043,0.831999896518531,0.830821938499008,0.831786831248596,0.83116870110241,0.830824418571972
"1240",0.836260262767445,0.836620840083966,0.83594221303044,0.835674331551568,0.835537961465817,0.834396364167867,0.835091363307002,0.834682942144657,0.834453501273799,0.83356484709608,0.8332964787177,0.833348703922671,0.833034687432083,0.832954464691939,0.832188558168054,0.831386444682207,0.83147165718442,0.831193734842635,0.831817214957466,0.830315378072573,0.830175519104993
"1250",0.835595388283384,0.836644191086784,0.835866095528086,0.8362882372816,0.834682061553436,0.835070524981403,0.834784492049875,0.834069673690277,0.833107252943971,0.833781422600806,0.833074995470355,0.83275993670614,0.832547782113992,0.831602870367749,0.831579327492957,0.831679807072468,0.83129107285355,0.830703137714951,0.830543100498089,0.831647678507704,0.830271401888761
"1260",0.836234706857995,0.836100126309821,0.835614807801146,0.835974677270005,0.835080304894184,0.834678819692417,0.83464171863711,0.834421099907993,0.833728304103376,0.832931442333043,0.83313769672816,0.832783345516399,0.833301253361314,0.832555748804908,0.83180112988674,0.830989646941492,0.831774443211623,0.829983558063954,0.831277310394839,0.830151753118425,0.830813158681147
"1270",0.835792465284009,0.835653342504122,0.83559016318686,0.835218834113259,0.834480654009872,0.83497322962556,0.835002280895966,0.833443969415531,0.83271862147647,0.833363616935048,0.833338130359115,0.832060789554237,0.832296904646037,0.831913785210315,0.831672001670401,0.831307674379889,0.831181151549578,0.830235123239131,0.830669363029403,0.829203339692689,0.829891685007265
"1280",0.835813023373569,0.835367980789587,0.835340211880252,0.8349373475392,0.834858143016513,0.835036493040859,0.834052493420114,0.833763811648588,0.833632701695372,0.833468659869832,0.832869868158249,0.832970543540368,0.831812551880015,0.83241434433889,0.83198149099697,0.83104651890453,0.830550644522087,0.829888273171052,0.830128126305469,0.829889148082847,0.830117895553682
"1290",0.835621946251701,0.834993637100632,0.83457896005546,0.834874799317093,0.834105499008617,0.833733530665463,0.833766989816743,0.833695009289089,0.832992797874796,0.83322162452731,0.833180604195443,0.832733823140355,0.832230884994659,0.831311404222147,0.831265597160265,0.831191943289324,0.830349684900154,0.82989037589185,0.830271837516934,0.829946499509058,0.829691017014891
"1300",0.835829397468648,0.834793326396545,0.835249543169896,0.835179355032135,0.834069373103695,0.834147003134879,0.833704575137698,0.833037804520163,0.833014720440249,0.833115889642411,0.832197373535782,0.832419201247303,0.831389109289586,0.831871207954035,0.831445043897506,0.831452424915702,0.830332496180187,0.829969009206627,0.829695776839951,0.830045525984826,0.829753461565242
"1310",0.835386273892997,0.835165709448512,0.835600482724854,0.834592114602026,0.833373683494563,0.833623260897531,0.83327821883172,0.833211102746266,0.832969983228867,0.83216179687207,0.831853256556321,0.832065280214556,0.832253444763554,0.830950679439781,0.83068402764957,0.829897465380514,0.829806996296615,0.830654895484195,0.829855590697742,0.828621242240661,0.828385776790604
"1320",0.834293149091369,0.834273334558717,0.835081155040434,0.834051137452913,0.833291887483932,0.833304384195712,0.833619715785358,0.832284409254421,0.832531276520802,0.8321865210811,0.831785523539604,0.83230643746898,0.83130351079103,0.831595631929695,0.830675670238015,0.830833847790782,0.829847074288915,0.829720132872751,0.829806385557492,0.830054045323875,0.828580388363766
"1330",0.834511334256035,0.834914038645194,0.833977611557698,0.834309664760067,0.833606109999843,0.833597053861232,0.833692957556712,0.832728599510809,0.832346954767172,0.832475532411623,0.831517070016409,0.831181134469763,0.831195218279483,0.830480194789903,0.830715558427547,0.82984726732704,0.830319070430798,0.82916214736955,0.829659267400324,0.828964874807221,0.829147541475694
"1340",0.834582600086347,0.834351763522303,0.834696027088297,0.834666857235454,0.833025069103214,0.833731084304992,0.833179554299037,0.831614957967732,0.831925938695541,0.832206958161076,0.832645789307174,0.831320105048554,0.831442039400726,0.830254906086668,0.829627427439864,0.83081516425457,0.830599779765411,0.829041782169675,0.829261973060787,0.827929281243712,0.829290438103409
